ID0000,sss000,yyyy00,mm0000,dd0000,sscode,ssname,sstype,fa0108,fa0110,fa0112,fa0114,fa0116,fa0118,fa0120,fa0122,mem000
548,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-51,550,多花山矾,Symplocos ramosissima Wall.ex G.Don,6.8,12.5,常绿高位芽,ALF200306_0,
549,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-51,551,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,6.6,7.5,常绿高位芽,ALF200306_0,
550,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-51,552,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3.2,1.8,常绿高位芽,ALF200306_0,
551,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,553,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,16.3,12,常绿高位芽,ALF200306_0,
552,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,554,大花八角,Illicium macranthum A.C.Smith,15.1,13.5,常绿高位芽,ALF200306_0,
553,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,555,山青木,Meliosma kirkii Hemsl. & E.H. Wilson,39,22,落叶高位芽,ALF200306_0,
554,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,556,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.3,1.5,常绿高位芽,ALF200306_0,
555,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,557,紫药女贞,Ligustrum delavayanum Hariot,30.4,19,常绿高位芽,ALF200306_0,
556,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,558,大花八角,Illicium macranthum A.C.Smith,6.5,6.8,常绿高位芽,ALF200306_0,
557,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,559,大花八角,Illicium macranthum A.C.Smith,24.8,18,常绿高位芽,ALF200306_0,
558,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,560,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,27.1,20,常绿高位芽,ALF200306_0,
559,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,561,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,42.3,23,常绿高位芽,ALF200306_0,
560,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,562,大花八角,Illicium macranthum A.C.Smith,13.2,13,常绿高位芽,ALF200306_0,
561,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,563,大花八角,Illicium macranthum A.C.Smith,22.4,28,常绿高位芽,ALF200306_0,
562,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,564,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3.6,2.1,常绿高位芽,ALF200306_0,
563,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,565,大花八角,Illicium macranthum A.C.Smith,19.5,15,常绿高位芽,ALF200306_0,
564,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-52,566,南洋木荷,Schima noronhae Reinw. ex Blume,32.7,22,常绿高位芽,ALF200306_0,
565,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,567,多花山矾,Symplocos ramosissima Wall.ex G.Don,2.5,3.2,常绿高位芽,ALF200306_0,
566,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,568,多花山矾,Symplocos ramosissima Wall.ex G.Don,4.1,4.8,常绿高位芽,ALF200306_0,
567,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,569,小花山茶,Camellia forrestii (Diels )Coh.,5.8,4.5,常绿高位芽,ALF200306_0,
568,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,570,黄心树,Machilus bombycina King ex Hook.f.,4.8,6.5,常绿高位芽,ALF200306_0,
569,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,571,多花山矾,Symplocos ramosissima Wall.ex G.Don,2.5,2.1,常绿高位芽,ALF200306_0,
570,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,572,南洋木荷,Schima noronhae Reinw. ex Blume,34.4,28,常绿高位芽,ALF200306_0,
571,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,573,鸭公树,Neolitsea chuii Merr.,13.1,9,常绿高位芽,ALF200306_0,
572,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,574,硬斗柯,Lithocarpus hancei (Benth.) Rehder,33.7,8.5,常绿高位芽,ALF200306_0,
573,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,575,山青木,Meliosma kirkii Hemsl. & E.H. Wilson,47.5,29,落叶高位芽,ALF200306_0,
574,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,576,南洋木荷,Schima noronhae Reinw. ex Blume,53.7,30,常绿高位芽,ALF200306_0,
575,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,577,大花八角,Illicium macranthum A.C.Smith,16,19,常绿高位芽,ALF200306_0,
576,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,578,多花山矾,Symplocos ramosissima Wall.ex G.Don,4.3,6,常绿高位芽,ALF200306_0,
577,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-53,579,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3.7,5.8,常绿高位芽,ALF200306_0,
578,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-54,580,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,13.6,12.5,常绿高位芽,ALF200306_0,
579,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-54,581,鸭公树,Neolitsea chuii Merr.,47.8,29,常绿高位芽,ALF200306_0,
580,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-54,582,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3.3,4.2,常绿高位芽,ALF200306_0,
581,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-54,583,大花八角,Illicium macranthum A.C.Smith,12.5,9.5,常绿高位芽,ALF200306_0,
582,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-54,584,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,77.7,28,常绿高位芽,ALF200306_0,
583,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-54,585,南洋木荷,Schima noronhae Reinw. ex Blume,11.5,12.5,常绿高位芽,ALF200306_0,
584,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-54,586,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,5.4,5.2,常绿高位芽,ALF200306_0,
585,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-55,587,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.8,2.3,常绿高位芽,ALF200306_0,
586,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-55,588,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.7,2.5,常绿高位芽,ALF200306_0,
587,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-55,589,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,5.3,7.5,常绿高位芽,ALF200306_0,
588,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-55,590,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,4.8,4.6,常绿高位芽,ALF200306_0,
589,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-55,591,多花山矾,Symplocos ramosissima Wall.ex G.Don,3.2,3.8,常绿高位芽,ALF200306_0,
590,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-55,592,多花山矾,Symplocos ramosissima Wall.ex G.Don,4.2,5.2,常绿高位芽,ALF200306_0,
591,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-55,593,多花山矾,Symplocos ramosissima Wall.ex G.Don,2.3,3.6,常绿高位芽,ALF200306_0,
592,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-55,594,多花山矾,Symplocos ramosissima Wall.ex G.Don,3.1,3.8,常绿高位芽,ALF200306_0,
593,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-55,595,黄心树,Machilus bombycina King ex Hook.f.,65.9,28,常绿高位芽,ALF200306_0,
594,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-56,597,小花山茶,Camellia forrestii (Diels )Coh.,3.3,2.6,常绿高位芽,ALF200306_0,596号死亡
595,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-56,598,小花山茶,Camellia forrestii (Diels )Coh.,3.5,2.8,常绿高位芽,ALF200306_0,
596,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-56,599,黄心树,Machilus bombycina King ex Hook.f.,59.6,29,常绿高位芽,ALF200306_0,
597,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-56,600,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,136.1,30,常绿高位芽,ALF200306_0,
598,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,601,滇润楠,Machilus yunnanensis Lecomte,11.4,8.5,常绿高位芽,ALF200306_0,
599,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,602,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,5.2,3.6,常绿高位芽,ALF200306_0,
600,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,603,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,10.9,9.1,常绿高位芽,ALF200306_0,
601,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,604,黄心树,Machilus bombycina King ex Hook.f.,27.6,28,常绿高位芽,ALF200306_0,
602,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,605,薄叶山矾,Symplocos anomala Brand,4.7,4.2,常绿高位芽,ALF200306_0,
603,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,606,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,4.2,2.8,常绿高位芽,ALF200306_0,
604,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,607,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,5.2,4.8,常绿高位芽,ALF200306_0,
605,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,608,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,4.8,6.5,常绿高位芽,ALF200306_0,
606,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,609,薄叶山矾,Symplocos anomala Brand,3.6,5.2,常绿高位芽,ALF200306_0,
607,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,610,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,5.4,7.5,常绿高位芽,ALF200306_0,
608,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,611,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3.4,6.2,常绿高位芽,ALF200306_0,
609,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-57,612,薄叶山矾,Symplocos anomala Brand,7.4,7.5,常绿高位芽,ALF200306_0,
610,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,613,南洋木荷,Schima noronhae Reinw. ex Blume,9.3,6.2,常绿高位芽,ALF200306_0,
611,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,614,薄叶山矾,Symplocos anomala Brand,5.2,7.5,常绿高位芽,ALF200306_0,
612,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,615,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,7.1,6,常绿高位芽,ALF200306_0,
613,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,616,红花木莲,Manglietia insignis (Wall.)Bl.,3.9,7.5,常绿高位芽,ALF200306_0,
614,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,617,薄叶山矾,Symplocos anomala Brand,4.3,8,常绿高位芽,ALF200306_0,
615,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,618,南洋木荷,Schima noronhae Reinw. ex Blume,8,12,常绿高位芽,ALF200306_0,
616,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,619,薄叶山矾,Symplocos anomala Brand,2.6,2.5,常绿高位芽,ALF200306_0,
617,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,620,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.8,3.5,常绿高位芽,ALF200306_0,
618,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,621,大花八角,Illicium macranthum A.C.Smith,27.6,19,常绿高位芽,ALF200306_0,
619,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,622,翅柄紫茎,Hartia sinensis Dunn,19.6,21,常绿高位芽,ALF200306_0,
620,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,623,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,5.2,3.6,常绿高位芽,ALF200306_0,
621,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,624,薄叶山矾,Symplocos anomala Brand,11.7,16,常绿高位芽,ALF200306_0,倒伏
622,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,626,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,12.1,15.5,常绿高位芽,ALF200306_0,625号死亡
623,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,627,红花木莲,Manglietia insignis (Wall.)Bl.,3.2,3.9,常绿高位芽,ALF200306_0,
624,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,628,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,2.6,1.9,常绿高位芽,ALF200306_0,
625,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,629,薄叶山矾,Symplocos anomala Brand,2.8,7.2,常绿高位芽,ALF200306_0,
626,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,630,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,3.5,4.5,常绿高位芽,ALF200306_0,
627,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,631,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,4.8,7.5,常绿高位芽,ALF200306_0,
628,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-58,632,波叶稠李,Prunus undulata Buch.-Ham.,22.6,18,常绿高位芽,ALF200306_0,
629,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,633,薄叶山矾,Symplocos anomala Brand,2.3,3.1,常绿高位芽,ALF200306_0,
630,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,634,南亚枇杷,Eriobotrya bengalensis (Roxb.)Hook.,5.3,7.6,常绿高位芽,ALF200306_0,
631,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,635,薄叶山矾,Symplocos anomala Brand,2.6,3.2,常绿高位芽,ALF200306_0,
632,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,636,滇润楠,Machilus yunnanensis Lecomte,8.6,29,常绿高位芽,ALF200306_0,
633,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,637,滇润楠,Machilus yunnanensis Lecomte,12,12,常绿高位芽,ALF200306_0,
634,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,638,滇润楠,Machilus yunnanensis Lecomte,8.6,9.5,常绿高位芽,ALF200306_0,
635,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,639,滇润楠,Machilus yunnanensis Lecomte,11.7,11.5,常绿高位芽,ALF200306_0,
636,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,640,红花木莲,Manglietia insignis (Wall.)Bl.,4.4,6.5,常绿高位芽,ALF200306_0,
637,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,641,多花山矾,Symplocos ramosissima Wall.ex G.Don,5.6,9.2,常绿高位芽,ALF200306_0,
638,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,642,薄叶山矾,Symplocos anomala Brand,2.7,3.7,常绿高位芽,ALF200306_0,
639,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-59,643,大花八角,Illicium macranthum A.C.Smith,21.5,21,常绿高位芽,ALF200306_0,
640,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,644,黄心树,Machilus bombycina King ex Hook.f.,20.4,22,常绿高位芽,ALF200306_0,
641,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,645,大花八角,Illicium macranthum A.C.Smith,21.5,19,常绿高位芽,ALF200306_0,
642,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,646,翅柄紫茎,Hartia sinensis Dunn,11.5,9.5,常绿高位芽,ALF200306_0,
643,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,647,黄心树,Machilus bombycina King ex Hook.f.,5.2,7.5,常绿高位芽,ALF200306_0,
644,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,648,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,2.3,3.5,常绿高位芽,ALF200306_0,
645,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,649,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,7,5.6,常绿高位芽,ALF200306_0,
646,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,650,南洋木荷,Schima noronhae Reinw. ex Blume,67.6,30,常绿高位芽,ALF200306_0,
647,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,651,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,3.6,4.2,常绿高位芽,ALF200306_0,
648,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,652,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,4.5,4.5,常绿高位芽,ALF200306_0,
649,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,653,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,2.9,2.5,常绿高位芽,ALF200306_0,
650,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,654,南亚枇杷,Eriobotrya bengalensis (Roxb.)Hook.,9.1,11.5,常绿高位芽,ALF200306_0,
651,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,655,南亚枇杷,Eriobotrya bengalensis (Roxb.)Hook.,4,4.5,常绿高位芽,ALF200306_0,
652,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-60,656,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,8.4,4.8,常绿高位芽,ALF200306_0,
