ID0000,sss000,yyyy00,mm0000,dd0000,sscode,ssname,sstype,fa0108,fa0110,fa0112,fa0114,fa0116,fa0118,fa0120,fa0122,mem000,QC0000
702,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,708,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,5.6,5.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
703,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,709,丛花山矾,Symplocos poilanei Guill.,3.6,6,常绿高位芽,ALF200306_0,,
704,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,710,小花山茶,Camellia forrestii (Diels )Coh.,3.2,6.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
705,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,711,大黄连,Mahonia mairei Takeda,2.6,3.2,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
706,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,712,小花山茶,Camellia forrestii (Diels )Coh.,9.4,8,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
707,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,713,长尾青岗,Cyclobalanopsis stewardiana Hsu var.longicaudata H,12.4,11.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
708,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,714,长尾青岗,Cyclobalanopsis stewardiana Hsu var.longicaudata H,5.7,6.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
709,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,715,宿鳞稠李,Padus perulata Yu et Ku,72.6,30,落叶高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
710,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,716,丛花山矾,Symplocos poilanei Guill.,7.8,8,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
711,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,717,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,6.2,6.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
712,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,718,丛花山矾,Symplocos poilanei Guill.,3.2,2.8,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
713,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,719,丛花山矾,Symplocos poilanei Guill.,5.1,7.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
714,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,720,大花八角,Illicium macranthum A.C.Smith,9.6,6,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
715,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-64,721,丛花山矾,Symplocos poilanei Guill.,5.3,6.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
716,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,722,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3.9,3.8,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
717,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,723,薄叶山矾,Symplocos anomala Brand,8.5,12.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
718,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,724,薄叶山矾,Symplocos anomala Brand,4.1,4.2,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
719,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,725,波叶稠李,Prunus undulata Buch.-Ham.,4.2,6.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
720,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,727,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,7.7,4.5,常绿高位芽,ALF200306_0,726号死亡,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
721,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,728,黄心树,Machilus bombycina King ex Hook.f.,2.5,3.2,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
722,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,729,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,63.8,30,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
723,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-65,730,红花木莲,Manglietia insignis (Wall.)Bl.,13,9.2,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
724,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-66,731,黄心树,Machilus bombycina King ex Hook.f.,2.9,3.8,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
725,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-66,732,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,18.5,14.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
726,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-66,733,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,116.9,30,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
727,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-66,734,小花山茶,Camellia forrestii (Diels )Coh.,5.4,3.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
728,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-66,735,滇润楠,Machilus yunnanensis Lecomte,31.9,7.6,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
729,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,736,丛花山矾,Symplocos poilanei Guill.,3,3.1,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
730,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,737,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,6.6,4.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
731,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,738,云南柃(云南志:斜基叶,Eurya obliquifolia Hemsl.,2.7,2.8,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
732,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,739,翅柄紫茎,Hartia sinensis Dunn,7.8,7.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
733,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,740,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,3.1,4.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
734,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,741,多花山矾,Symplocos ramosissima Wall.ex G.Don,3.3,4.1,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
735,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,742,滇润楠,Machilus yunnanensis Lecomte,6.4,6.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
736,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,743,丛花山矾,Symplocos poilanei Guill.,7.4,6.8,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
737,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,744,大花八角,Illicium macranthum A.C.Smith,17,21,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
738,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,745,薄叶山矾,Symplocos anomala Brand,4.6,7.1,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
739,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,746,丛花山矾,Symplocos poilanei Guill.,5.8,6.1,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
740,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,747,丛花山矾,Symplocos poilanei Guill.,5.4,2.3,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
741,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,748,小花山茶,Camellia forrestii (Diels )Coh.,15.6,8.2,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
742,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,749,小花山茶,Camellia forrestii (Diels )Coh.,4.3,6.2,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
743,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,750,小花山茶,Camellia forrestii (Diels )Coh.,4,5.2,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
744,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-67,751,滇润楠,Machilus yunnanensis Lecomte,8.6,6.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
745,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,752,多花山矾,Symplocos ramosissima Wall.ex G.Don,4.3,6.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
746,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,753,黄心树,Machilus bombycina King ex Hook.f.,35.3,27,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
747,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,754,黄心树,Machilus bombycina King ex Hook.f.,42.9,27,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
748,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,755,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,2.9,6,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
749,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,756,黄心树,Machilus bombycina King ex Hook.f.,35,26.5,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
750,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,757,大花八角,Illicium macranthum A.C.Smith,21.3,18.2,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
751,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,758,薄叶山矾,Symplocos anomala Brand,3.8,5.1,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
752,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,759,红花木莲,Manglietia insignis (Wall.)Bl.,18.8,17.5,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
753,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,760,翅柄紫茎,Hartia sinensis Dunn,6.3,6.1,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
754,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,761,薄叶山矾,Symplocos anomala Brand,5.7,6,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
755,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,762,薄叶山矾,Symplocos anomala Brand,3.8,5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
756,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,763,多花山矾,Symplocos ramosissima Wall.ex G.Don,3.2,5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
757,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,764,波叶稠李,Prunus undulata Buch.-Ham.,3.2,4.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
758,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,765,小花山茶,Camellia forrestii (Diels )Coh.,9.6,8.1,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
759,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,766,小花山茶,Camellia forrestii (Diels )Coh.,3.8,4.1,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
760,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-68,767,薄叶山矾,Symplocos anomala Brand,3.4,6.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
761,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-69,768,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,3.9,5.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
762,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-69,769,红花木莲,Manglietia insignis (Wall.)Bl.,2.8,2.3,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
763,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-69,770,黄心树,Machilus bombycina King ex Hook.f.,6.2,9.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
764,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-69,771,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,14.1,9.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
765,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-69,772,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,4.4,6.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
766,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-69,773,多果新木姜子,Neolitsea polycarpa H.Liou,3,8,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
767,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-69,774,多果新木姜子,Neolitsea polycarpa H.Liou,15.8,16.5,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
768,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-69,775,木果柯,Lithocarpus xylocarpus (Kurz) Markgr.,137.5,30,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
769,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-69,776,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,6.4,6.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
770,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-69,777,腾冲锥,Castanopsis wattii (King ex Hook. f.) A. Camus,7.1,8,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
771,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,778,三股筋香,Lindera thomsonii Allen,6.2,7.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
772,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,779,翅柄紫茎,Hartia sinensis Dunn,2.7,6.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
773,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,780,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,4.3,7,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
774,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,781,薄叶山矾,Symplocos anomala Brand,12.1,9.5,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
775,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,782,红花木莲,Manglietia insignis (Wall.)Bl.,5.4,8,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
776,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,783,薄叶山矾,Symplocos anomala Brand,12.7,16.5,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
777,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,784,多果新木姜子,Neolitsea polycarpa H.Liou,19.7,21,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
778,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,785,翅柄紫茎,Hartia sinensis Dunn,17.7,21.5,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
779,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,786,翅柄紫茎,Hartia sinensis Dunn,14.2,12.5,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
780,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,787,硬斗柯,Lithocarpus hancei (Benth.) Rehder,18.3,17.5,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的植物种名一致性检查;树号对应的样方号一致性检查
781,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,788,南洋木荷,Schima noronhae Reinw. ex Blume,13.7,19.5,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
782,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-70,789,山矾,Symplocos sumuntia Buch.-Ham. ex D. Don,13.4,15.5,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
783,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-71,790,黄心树,Machilus bombycina King ex Hook.f.,43.4,30,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
784,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-71,791,黄心树,Machilus bombycina King ex Hook.f.,41.1,30,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
785,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-71,792,南洋木荷,Schima noronhae Reinw. ex Blume,31,27,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
786,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-71,793,滇润楠,Machilus yunnanensis Lecomte,14.9,17,常绿高位芽,ALF200306_0,,树高阈值检查;树号对应的样方号一致性检查
787,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-71,795,小花山茶,Camellia forrestii (Diels )Coh.,2.3,2.3,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
788,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-71,796,多果新木姜子,Neolitsea polycarpa H.Liou,3.5,5.2,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
789,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-71,797,小花山茶,Camellia forrestii (Diels )Coh.,3.9,3.8,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
790,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-71,798,小花山茶,Camellia forrestii (Diels )Coh.,3.8,3.6,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
791,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-71,799,小花山茶,Camellia forrestii (Diels )Coh.,7.3,4.2,常绿高位芽,ALF200306_0,,树号对应的植物种名一致性检查;树号对应的样方号一致性检查
792,ALF,2004,12,25,ALFZH01AC0_01,哀牢山综合观测场中山湿性常绿阔叶林长期观测样地,综合观测场永久样地,ALFZH01AC0-01-71,800,景东冬青,Ilex gintungensis H.W.Li ex Y.R.Li,2.3,1.6,常绿高位芽,ALF200306_0,,树号对应的样方号一致性检查
